Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,source_file,B365H,B365D,B365A,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Bb1X2,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,imp_H,imp_D,imp_A,imp_over2_5,imp_under2_5,spread_max_avg_H,bookies_count,market_raw_sum,market_vig,imp_B365_H,imp_B365_D,imp_B365_A,imp_imp_diff_H,imp_imp_diff_D,imp_imp_diff_A,odds_spread_H,odds_spread_D,odds_spread_A,has_bookies_1x2
I1,2021-12-12,14:00,Verona,Atalanta,1,2,A,19,14,4,6,12,10,6,6,2,1,0,0,I4.csv,3.8,3.8,1.9,3.94,4.1,1.99,3.74,3.9,1.92,,1.53,2.5,1.55,2.46,0.5,1.97,1.96,0.2559579966364494,0.24545715574880025,0.4985848476147505,0.6535947712418301,0.4,0.1999999999999997,,1.0446232688879746,0.04462326888797463,0.25,0.25,0.5,0.005957996636449414,-0.004542844251199746,-0.001415152385249474,0.19999999999999973,0.19999999999999973,0.07000000000000006,False
I1,2021-12-12,17:00,Napoli,Empoli,0,1,A,30,12,6,5,8,11,10,3,0,1,0,0,I4.csv,1.33,5.0,10.0,1.39,5.81,10.0,1.36,5.26,8.4,,1.44,2.75,1.47,2.7,-1.5,2.03,1.9,0.7039973486972926,0.18202212818028862,0.11398052312241881,0.6944444444444444,0.3636363636363636,0.0299999999999998,,1.0444558051357424,0.04445580513574243,0.7147962830593281,0.1901358112937813,0.09506790564689065,-0.010798934362035495,-0.00811368311349267,0.018912617475528165,0.029999999999999805,0.5499999999999998,1.5999999999999996,False
I1,2021-12-12,17:00,Sassuolo,Lazio,2,1,H,17,6,6,2,9,11,6,0,1,2,1,0,I4.csv,2.7,3.5,2.5,2.8,3.76,2.69,2.67,3.55,2.56,,1.53,2.5,1.55,2.45,0.0,2.0,1.93,0.35777133026529717,0.2690843526220686,0.3731443171126342,0.6535947712418301,0.4,0.1299999999999999,,1.046846976051063,0.04684697605106303,0.3507014028056112,0.2705410821643286,0.3787575150300601,0.007069927459685987,-0.0014567295422600046,-0.005613197917425927,0.1299999999999999,0.20999999999999996,0.1299999999999999,False
I1,2021-12-12,19:45,Inter,Cagliari,4,0,H,24,5,15,2,9,13,9,0,1,2,0,0,I4.csv,1.16,8.0,15.0,1.2,8.0,19.0,1.18,7.45,15.53,,1.36,3.2,1.35,3.2,-2.0,1.89,2.04,0.8101290551616114,0.1283157429651948,0.06155520187319391,0.7352941176470588,0.3125,0.02,,1.0460773153600647,0.04607731536006465,0.8181074447777474,0.11862557949277337,0.06326697572947913,-0.007978389616136061,0.009690163472421423,-0.001711773856285223,0.020000000000000018,0.5499999999999998,3.4700000000000006,False
I1,2021-12-13,19:45,Roma,Spezia,2,0,H,12,8,6,2,13,7,9,4,4,1,1,0,I4.csv,1.4,5.0,7.5,1.46,5.2,8.5,1.41,4.89,7.33,,1.53,2.5,1.54,2.48,-1.25,1.93,2.0,0.6753545528027901,0.19473413485724622,0.1299113123399637,0.6535947712418301,0.4,0.05,,1.050144483682969,0.05014448368296898,0.6818181818181818,0.19090909090909092,0.12727272727272726,-0.006463629015391659,0.0038250439481553045,0.0026385850672364375,0.050000000000000044,0.3100000000000005,1.17,False
I1,2021-12-17,17:30,Lazio,Genoa,3,1,H,11,4,5,2,9,8,5,2,0,3,0,0,I4.csv,1.53,4.33,6.0,1.58,4.4,7.0,1.54,4.21,6.5,,1.87,2.03,1.85,1.98,-1.0,1.99,1.94,0.623939769804644,0.2282345001185634,0.1478257300767926,0.53475935828877,0.4926108374384237,0.04,,1.0407264944082046,0.04072649440820464,0.6217557060086298,0.21969658895916944,0.15854770503220061,0.002184063796014213,0.008537911159393952,-0.010721974955408026,0.040000000000000036,0.1900000000000004,0.5,False
I1,2021-12-17,19:45,Salernitana,Inter,0,5,A,10,23,2,8,10,10,3,10,1,2,0,0,I4.csv,15.0,8.0,1.16,19.62,8.8,1.2,16.81,7.85,1.17,,1.44,2.75,1.44,2.77,2.25,1.77,2.02,0.057113736834675806,0.12230342881412742,0.8205828343511968,0.6944444444444444,0.3636363636363636,2.8100000000000023,,1.0415777894947482,0.04157778949474822,0.06326697572947915,0.11862557949277339,0.8181074447777476,-0.006153238894803341,0.0036778493213540375,0.0024753895734492826,2.8100000000000023,0.9500000000000011,0.030000000000000027,False
I1,2021-12-18,19:45,Cagliari,Udinese,0,4,A,5,10,2,5,12,14,4,2,4,2,1,0,I4.csv,3.0,3.25,2.4,3.15,3.44,2.53,3.01,3.3,2.45,,1.98,1.92,1.95,1.87,0.25,1.81,2.13,0.31840110268780153,0.2904203997243281,0.39117849758787043,0.5050505050505051,0.5208333333333334,0.1400000000000001,,1.0434194819576879,0.043419481957687855,0.3151515151515151,0.2909090909090909,0.393939393939394,0.0032495875362864024,-0.0004886911847628017,-0.002760896351523545,0.14000000000000012,0.14000000000000012,0.07999999999999963,False
I1,2021-12-18,14:00,Atalanta,Roma,1,4,A,17,8,6,5,11,15,10,0,1,3,0,0,I4.csv,1.7,4.33,4.33,1.75,4.55,5.0,1.69,4.25,4.58,,1.57,2.37,1.56,2.42,-0.75,1.92,2.01,0.5660454174021525,0.22508629539050298,0.2088682872073445,0.6369426751592356,0.4219409282700421,0.06,,1.0453507053321316,0.04535070533213159,0.5601552393272963,0.21992238033635186,0.21992238033635186,0.005890178074856256,0.005163915054151119,-0.011054093129007375,0.06000000000000005,0.2999999999999998,0.41999999999999993,False
I1,2021-12-18,17:00,Bologna,Juventus,0,2,A,11,11,3,7,7,19,8,4,1,1,0,0,I4.csv,4.1,3.7,1.83,4.4,3.84,1.94,4.18,3.62,1.89,,1.96,1.94,1.91,1.91,0.5,1.99,1.94,0.22902495849177865,0.26445423383857314,0.506520807669648,0.5102040816326531,0.5154639175257733,0.2200000000000006,,1.0445780727839469,0.044578072783946876,0.22996196168998784,0.2548227143051216,0.5152153240048907,-0.0009370031982091909,0.009631519533451538,-0.008694516335242652,0.22000000000000064,0.21999999999999975,0.050000000000000044,False
I1,2021-12-19,11:30,Fiorentina,Sassuolo,2,2,D,23,8,8,4,7,14,9,3,3,5,1,0,I4.csv,1.85,3.8,3.9,1.96,4.03,4.15,1.89,3.84,3.93,,1.53,2.5,1.55,2.47,-0.5,1.9,2.03,0.5068157775426931,0.24944839050929424,0.24373583194801268,0.6535947712418301,0.4,0.07,,1.0439701219758473,0.043970121975847265,0.509891622226045,0.24823671082057458,0.2418716669533804,-0.0030758446833518693,0.001211679688719658,0.0018641649946322947,0.07000000000000006,0.1900000000000004,0.2200000000000002,False
I1,2021-12-19,14:00,Spezia,Empoli,1,1,D,9,22,2,6,20,9,3,5,3,2,0,0,I4.csv,2.62,3.75,2.45,2.75,3.79,2.7,2.65,3.65,2.53,,1.57,2.37,1.61,2.34,0.0,1.99,1.94,0.3605606856295024,0.26177693614196745,0.37766237822853016,0.6369426751592356,0.4219409282700421,0.1,,1.0465880103018113,0.046588010301811256,0.3612645734620451,0.2524035153254822,0.38633191121247273,-0.0007038878325427156,0.009373420816485234,-0.008669532983942574,0.10000000000000009,0.14000000000000012,0.17000000000000037,False
I1,2021-12-19,17:00,Sampdoria,Venezia,1,1,D,18,12,8,1,8,17,4,3,2,1,0,0,I4.csv,1.8,3.8,4.33,1.85,3.92,4.94,1.79,3.76,4.55,,1.72,2.1,1.75,2.09,-0.75,2.04,1.89,0.5349108429817183,0.2546517045045946,0.210437452513687,0.5813953488372093,0.4761904761904761,0.06,,1.0443968844658253,0.04439688446582535,0.5292717447246527,0.2507076685537828,0.22002058672156458,0.005639098257065656,0.0039440359508118306,-0.00958313420787757,0.06000000000000005,0.16000000000000014,0.39000000000000057,False
I1,2021-12-19,17:00,Torino,Verona,1,0,H,8,8,1,2,15,7,5,3,1,2,0,1,I4.csv,2.2,3.4,3.3,2.29,3.5,3.53,2.23,3.37,3.34,,1.98,1.92,1.93,1.89,-0.25,1.94,1.99,0.4292977257037809,0.28407534964968284,0.28662692464653633,0.5050505050505051,0.5208333333333334,0.06,,1.0445675959228433,0.04456759592284332,0.43220338983050843,0.2796610169491525,0.288135593220339,-0.0029056641267275474,0.004414332700530321,-0.0015086685738026628,0.06000000000000005,0.1299999999999999,0.18999999999999995,False
I1,2021-12-19,19:45,Milan,Napoli,0,1,A,12,11,2,2,14,18,5,5,0,2,0,0,I4.csv,2.25,3.5,3.1,2.38,3.7,3.22,2.28,3.53,3.1,,1.8,2.0,1.8,2.03,-0.25,2.0,1.93,0.41992524770332396,0.27122650559874745,0.30884824669792854,0.5555555555555556,0.5,0.1,,1.0444632553695306,0.04446325536953055,0.42217898832684825,0.2714007782101167,0.306420233463035,-0.002253740623524292,-0.00017427261136926386,0.0024280132348935557,0.10000000000000009,0.17000000000000037,0.1200000000000001,False
I1,2021-12-21,19:45,Genoa,Atalanta,0,0,D,1,17,0,3,13,15,3,8,2,1,0,0,I4.csv,7.5,5.25,1.36,8.2,5.5,1.44,7.66,5.03,1.41,,1.53,2.5,1.54,2.48,1.25,1.98,1.92,0.1256994082169056,0.19142295565437314,0.6828776361287213,0.6535947712418301,0.4,0.5399999999999991,,1.038575318085745,0.0385753180857451,0.12589262099973555,0.17984660142819361,0.6942607775720709,-0.00019321278282996568,0.01157635422617953,-0.01138314144334962,0.5399999999999991,0.46999999999999975,0.030000000000000027,False
I1,2021-12-21,19:45,Juventus,Cagliari,2,0,H,15,6,4,1,16,12,7,1,0,3,0,0,I4.csv,1.18,6.5,17.0,1.23,7.25,21.0,1.2,6.61,17.1,,1.72,2.1,1.7,2.17,-1.75,1.89,2.01,0.7989016348253852,0.1450350925552893,0.056063272619325276,0.5813953488372093,0.4761904761904761,0.03,,1.0430987959055482,0.043098795905548215,0.7993923171525718,0.1451204514215438,0.05548723142588439,-0.0004906823271865202,-8.535886625452016e-05,0.0005760411934408877,0.030000000000000027,0.6399999999999997,3.8999999999999986,False
I1,2021-12-22,15:30,Sassuolo,Bologna,0,3,A,13,9,5,5,13,12,5,5,1,3,0,0,I4.csv,2.0,3.6,3.6,2.08,3.79,3.75,2.03,3.68,3.55,,1.57,2.37,1.6,2.35,-0.5,2.04,1.86,0.47092920561337237,0.25977888244433306,0.2692919119422946,0.6369426751592356,0.4219409282700421,0.0500000000000002,,1.0460401087182767,0.046040108718276684,0.47368421052631576,0.2631578947368421,0.2631578947368421,-0.002755004912943393,-0.0033790122925090316,0.0061340172054525355,0.050000000000000266,0.10999999999999988,0.20000000000000018,False
I1,2021-12-22,15:30,Venezia,Lazio,1,3,A,11,7,2,4,11,10,4,4,3,3,1,0,I4.csv,4.2,3.6,1.85,4.65,3.85,1.96,4.13,3.63,1.9,,1.72,2.1,1.81,2.02,0.5,1.98,1.92,0.23194186152092255,0.263889776330967,0.5041683621481106,0.5813953488372093,0.4761904761904761,0.5200000000000005,,1.0439286337429228,0.043928633742922774,0.2253807106598985,0.2629441624365483,0.5116751269035533,0.006561150861024045,0.0009456138944187176,-0.007506764755442763,0.5200000000000005,0.2200000000000002,0.06000000000000005,False
I1,2021-12-22,17:30,Inter,Torino,1,0,H,14,12,3,3,10,17,7,4,1,0,0,0,I4.csv,1.3,5.5,10.0,1.38,5.8,11.0,1.33,5.41,9.5,,1.57,2.37,1.62,2.34,-1.5,1.95,1.95,0.7215834822738549,0.1773948302078054,0.10102168751833969,0.6369426751592356,0.4219409282700421,0.0499999999999998,,1.0419857406918405,0.04198574069184047,0.7318695941450432,0.17298735861610112,0.09514304723885562,-0.01028611187118822,0.004407471591704265,0.005878640279484065,0.04999999999999982,0.3899999999999997,1.5,False
I1,2021-12-22,17:30,Roma,Sampdoria,1,1,D,15,10,4,2,6,8,10,2,0,3,0,0,I4.csv,1.55,4.33,5.5,1.62,4.5,6.0,1.57,4.32,5.62,,1.61,2.3,1.63,2.3,-1.0,1.97,1.93,0.6087222509164029,0.22122544767100752,0.17005230141258945,0.6211180124223602,0.4347826086956522,0.05,,1.0463600997012155,0.04636009970121546,0.6098357297414951,0.2183014736949925,0.17186279656351228,-0.0011134788250922734,0.002923973976015015,-0.001810495150922825,0.050000000000000044,0.17999999999999972,0.3799999999999999,False
I1,2021-12-22,19:45,Empoli,Milan,2,4,A,16,18,5,8,18,10,7,3,1,2,0,0,I4.csv,4.5,3.9,1.75,4.8,4.25,1.82,4.46,3.99,1.76,,1.57,2.37,1.57,2.4,0.75,1.91,1.99,0.21496660279054958,0.24028848331976216,0.5447449138896882,0.6369426751592356,0.4219409282700421,0.3399999999999998,,1.0430236312346297,0.04302363123462971,0.21162790697674416,0.24418604651162792,0.5441860465116278,0.0033386958138054146,-0.003897563191865766,0.0005588673780603237,0.33999999999999986,0.2599999999999998,0.06000000000000005,False
I1,2021-12-22,19:45,Napoli,Spezia,0,1,A,25,8,7,0,14,12,10,5,2,3,0,0,I4.csv,1.22,6.5,12.0,1.28,6.7,15.0,1.25,6.27,12.17,,1.44,2.75,1.47,2.68,-1.75,1.92,1.98,0.7680057248739129,0.1531111891694404,0.07888308595664677,0.6944444444444444,0.3636363636363636,0.03,,1.0416589018673523,0.04165890186735233,0.7755791985681615,0.14557024957740877,0.07885055185442974,-0.007573473694248545,0.007540939592031615,3.253410221702724e-05,0.030000000000000027,0.4300000000000006,2.83,False
I1,2021-12-22,17:30,Verona,Fiorentina,1,1,D,7,11,2,1,15,5,3,8,2,1,0,0,I4.csv,2.9,3.5,2.37,3.04,3.6,2.54,2.89,3.45,2.43,,1.72,2.1,1.7,2.16,0.25,1.77,2.02,0.3303621038196456,0.27673811015616695,0.39289978602418757,0.5813953488372093,0.4761904761904761,0.1499999999999999,,1.0473984674542987,0.047398467454298654,0.32763251441662067,0.2714669405166285,0.40090054506675094,0.0027295894030249235,0.005271169639538442,-0.008000759042563366,0.1499999999999999,0.1499999999999999,0.10999999999999988,False
I1,2022-01-06,11:30,Sampdoria,Cagliari,1,2,A,4,15,1,7,12,17,0,5,1,3,1,0,I4.csv,1.85,3.75,4.0,1.9,3.94,4.6,1.84,3.72,4.24,,1.8,2.0,1.8,2.04,-0.5,1.84,2.06,0.5185146223437829,0.25646959814853776,0.22501577950767934,0.5555555555555556,0.5,0.0599999999999998,,1.048144521774414,0.048144521774414084,0.5112910097997443,0.25223689816787387,0.23647209203238176,0.007223612544038582,0.00423269998066389,-0.011456312524702417,0.05999999999999983,0.21999999999999975,0.35999999999999943,False
I1,2022-01-06,13:30,Lazio,Empoli,3,3,D,23,11,10,4,13,11,9,2,4,4,0,0,I4.csv,1.6,4.4,5.0,1.66,4.7,5.5,1.61,4.43,4.99,,1.5,2.62,1.51,2.57,-1.0,2.05,1.85,0.5930929198672458,0.21554844266055664,0.19135863747219753,0.6666666666666666,0.381679389312977,0.0499999999999998,,1.047252448337079,0.04725244833707909,0.593952483801296,0.2159827213822894,0.1900647948164147,-0.0008595639340501782,-0.00043427872173276705,0.0012938426557828342,0.04999999999999982,0.27000000000000046,0.5099999999999998,False
I1,2022-01-06,13:30,Spezia,Verona,1,2,A,9,22,3,5,14,11,6,7,3,2,1,0,I4.csv,3.5,3.5,2.05,3.79,3.65,2.19,3.56,3.54,2.07,,1.8,2.0,1.79,2.04,0.25,2.08,1.73,0.26842348183476555,0.26993999868128965,0.46163651948394463,0.5555555555555556,0.5,0.2299999999999999,,1.0464765395503228,0.046476539550322826,0.26973684210526316,0.26973684210526316,0.46052631578947373,-0.00131336027049761,0.0002031565760264864,0.0011102036944709015,0.22999999999999998,0.10999999999999988,0.1200000000000001,False
I1,2022-01-06,15:30,Sassuolo,Genoa,1,1,D,28,4,7,1,8,11,7,4,3,0,0,0,I4.csv,1.57,4.33,5.25,1.66,4.5,5.75,1.61,4.28,5.2,,1.66,2.2,1.64,2.26,-1.0,2.05,1.85,0.5931959444331908,0.22314146507884047,0.18366259048796868,0.6024096385542169,0.4545454545454545,0.0499999999999998,,1.0470705645431366,0.04707056454313663,0.6018171661844011,0.2182108431661685,0.17997199064943042,-0.008621221751210273,0.004930621912671962,0.0036905998385382555,0.04999999999999982,0.21999999999999975,0.5499999999999998,False
I1,2022-01-06,17:30,Milan,Roma,3,1,H,19,11,5,5,6,20,3,9,2,6,0,2,I4.csv,1.9,3.7,3.8,2.05,3.88,3.97,1.98,3.67,3.71,,1.72,2.1,1.73,2.13,-0.5,2.0,1.9,0.48234560597418885,0.2602300544492899,0.2574243395765213,0.5813953488372093,0.4761904761904761,0.0699999999999998,,1.0470718480589438,0.04707184805894382,0.4966442953020134,0.25503355704697983,0.2483221476510067,-0.014298689327824576,0.005196497402310096,0.009102191925514563,0.06999999999999984,0.20999999999999996,0.26000000000000023,False
I1,2022-01-06,19:45,Juventus,Napoli,1,1,D,22,16,5,4,8,11,4,3,2,1,0,0,I4.csv,1.9,3.6,4.0,2.02,3.66,4.35,1.96,3.52,3.96,,2.04,1.86,2.01,1.82,-0.5,1.98,1.92,0.48738461538461536,0.2713846153846154,0.24123076923076922,0.4901960784313725,0.5376344086021505,0.06,,1.0468202432488147,0.04682024324881473,0.49930651872399445,0.2635228848821082,0.23717059639389737,-0.011921903339379092,0.007861730502507214,0.00406017283687185,0.06000000000000005,0.14000000000000012,0.3899999999999997,False
I1,2022-01-09,19:45,Verona,Salernitana,1,2,A,24,9,7,5,13,12,17,4,1,3,1,0,I4.csv,1.36,5.0,8.0,1.43,5.3,9.5,1.38,4.94,8.16,,1.66,2.2,1.66,2.23,-1.25,1.89,2.01,0.6903837063526318,0.1928602256612615,0.11675606798610683,0.6024096385542169,0.4545454545454545,0.05,,1.0496158505648343,0.04961585056483431,0.6934812760055478,0.18862690707350901,0.11789181692094314,-0.0030975696529159658,0.0042333185877524715,-0.0011357489348363115,0.050000000000000044,0.35999999999999943,1.3399999999999999,False
I1,2022-01-09,19:45,Inter,Lazio,2,1,H,17,5,6,2,11,14,4,3,1,4,0,0,I4.csv,1.4,5.0,7.0,1.46,5.3,8.3,1.43,4.83,7.1,,1.53,2.5,1.53,2.49,-1.25,1.94,1.96,0.6677909134635046,0.19771035326145162,0.13449873327504386,0.6535947712418301,0.4,0.03,,1.0471851071973546,0.04718510719735458,0.6756756756756757,0.1891891891891892,0.13513513513513511,-0.007884762212171048,0.008521164072262416,-0.0006364018600912569,0.030000000000000027,0.46999999999999975,1.200000000000001,False
I1,2022-01-09,17:30,Roma,Juventus,3,4,A,19,14,7,5,11,12,8,1,3,4,0,1,I4.csv,3.3,3.5,2.15,3.56,3.66,2.28,3.29,3.44,2.2,,1.93,1.97,1.9,1.92,0.25,1.96,1.94,0.2896997351054219,0.2770674792141971,0.4332327856803809,0.5181347150259068,0.5076142131979695,0.27,,1.0491944967452143,0.049194496745214256,0.28754298815437523,0.2711119602598395,0.44134505158578524,0.002156746951046673,0.005955518954357586,-0.008112265905404314,0.27,0.2200000000000002,0.07999999999999963,False
I1,2022-01-09,15:30,Udinese,Atalanta,2,6,A,8,21,4,7,9,12,2,5,2,2,0,0,I4.csv,3.5,3.6,2.05,3.65,3.7,2.16,3.49,3.52,2.09,,1.66,2.2,1.66,2.22,0.25,2.08,1.85,0.27312451504880136,0.2707967492955446,0.45607873565565404,0.6024096385542169,0.4545454545454545,0.1599999999999997,,1.0490927599018385,0.04909275990183848,0.2717731541152642,0.2642238998342847,0.46400294605045117,0.0013513609335371601,0.006572849461259911,-0.007924210394797127,0.1599999999999997,0.18000000000000016,0.07000000000000028,False
I1,2022-01-09,15:30,Napoli,Sampdoria,1,0,H,22,10,5,1,12,11,13,0,0,2,0,0,I4.csv,1.4,5.0,7.5,1.5,5.0,8.0,1.45,4.67,6.77,,1.61,2.3,1.61,2.3,-1.25,2.04,1.86,0.6558784662651778,0.2036453481979674,0.1404761855368549,0.6211180124223602,0.4347826086956522,0.05,,1.0514984221710355,0.05149842217103551,0.6818181818181818,0.19090909090909092,0.12727272727272726,-0.025939715553004006,0.012736257288876479,0.013203458264127638,0.050000000000000044,0.33000000000000007,1.2300000000000004,False
I1,2022-01-09,11:30,Venezia,Milan,0,3,A,9,18,3,8,11,11,1,7,1,3,1,0,I4.csv,6.0,4.0,1.57,6.5,4.36,1.63,5.89,4.1,1.58,,1.86,2.04,1.82,2.01,1.0,1.86,2.04,0.16222090891789293,0.2330441837869242,0.604734907295183,0.5376344086021505,0.4901960784313725,0.6100000000000003,,1.0465931183564483,0.046593118356448304,0.15818639798488665,0.23727959697732998,0.6045340050377834,0.0040345109330062745,-0.004235413190405768,0.00020090225739954892,0.6100000000000003,0.2600000000000007,0.04999999999999982,False
I1,2022-01-09,11:30,Empoli,Sassuolo,1,5,A,15,25,4,14,10,15,5,5,2,3,1,0,I4.csv,2.5,3.8,2.55,2.65,4.08,2.7,2.53,3.84,2.55,,1.44,2.75,1.45,2.73,0.0,1.93,1.97,0.3772145754602503,0.24852939476938365,0.374256029770366,0.6944444444444444,0.3636363636363636,0.1200000000000001,,1.0478304464078123,0.04783044640781231,0.37903383532172885,0.24936436534324266,0.37160179933502835,-0.0018192598614785727,-0.0008349705738590063,0.0026542304353376345,0.1200000000000001,0.2400000000000002,0.15000000000000036,False
I1,2022-01-09,17:30,Genoa,Spezia,0,1,A,15,17,2,9,17,16,7,4,3,3,0,0,I4.csv,2.1,3.3,3.6,2.33,3.48,3.68,2.19,3.3,3.45,,2.1,1.72,2.05,1.78,-0.25,1.88,2.02,0.4350816852966466,0.2887360275150473,0.27618228718830606,0.4761904761904761,0.5813953488372093,0.1400000000000001,,1.0495063800602813,0.049506380060281296,0.4505119453924914,0.28668941979522183,0.26279863481228666,-0.015430260095844806,0.002046607719825455,0.013383652376019406,0.14000000000000012,0.18000000000000016,0.22999999999999998,False
I1,2022-01-10,16:00,Torino,Fiorentina,4,0,H,9,10,6,3,16,12,1,5,2,2,0,0,I4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
I1,2022-01-11,19:45,Cagliari,Bologna,2,1,H,13,9,4,3,12,15,5,5,3,2,0,0,I4.csv,2.75,3.3,2.55,2.96,3.45,2.66,2.86,3.28,2.57,,2.0,1.9,1.97,1.85,0.0,2.05,1.85,0.33503175599945956,0.2921313482190409,0.3728368957814997,0.5,0.5263157894736842,0.1,,1.0436334567965961,0.04363345679659614,0.34343434343434337,0.2861952861952861,0.37037037037037035,-0.008402587434883813,0.005936062023754796,0.00246652541112935,0.10000000000000009,0.17000000000000037,0.0900000000000003,False
I1,2022-01-15,14:00,Sampdoria,Torino,1,2,A,11,20,3,12,13,14,3,10,0,2,0,0,I4.csv,3.0,3.2,2.45,3.2,3.35,2.62,3.03,3.22,2.46,,2.03,1.87,2.0,1.83,0.25,1.8,2.1,0.31518884591510293,0.2965907463114167,0.38822040777348044,0.4926108374384237,0.53475935828877,0.1700000000000003,,1.0470960745521605,0.04709607455216047,0.3162565550625252,0.2964905203711174,0.3872529245663574,-0.0010677091474222689,0.00010022594029929222,0.0009674832071230322,0.17000000000000037,0.1299999999999999,0.16000000000000014,False
I1,2022-01-15,17:00,Salernitana,Lazio,0,3,A,6,15,1,8,11,16,3,7,2,3,0,0,I4.csv,7.0,4.5,1.45,7.7,4.8,1.51,7.08,4.56,1.46,,1.72,2.1,1.69,2.18,1.25,1.83,2.07,0.13509959577265865,0.20975989869965422,0.6551405055276871,0.5813953488372093,0.4761904761904761,0.6200000000000001,,1.0454726903164575,0.04547269031645751,0.13544369486248053,0.21069019200830302,0.6538661131292164,-0.00034409908982188653,-0.0009302933086487997,0.001274392398470714,0.6200000000000001,0.2400000000000002,0.050000000000000044,False
I1,2022-01-15,19:45,Juventus,Udinese,2,0,H,14,16,4,3,13,10,7,6,1,2,0,0,I4.csv,1.4,4.75,7.5,1.43,5.05,11.0,1.39,4.71,8.94,,1.92,1.98,1.87,1.95,-1.25,1.97,1.93,0.6893709817635301,0.2034449394164133,0.10718407882005668,0.5208333333333334,0.5050505050505051,0.04,,1.0435955087509525,0.04359550875095253,0.6750355281856939,0.19895783988630977,0.1260066319279962,0.014335453577836166,0.004487099530103539,-0.01882255310793951,0.040000000000000036,0.33999999999999986,2.0600000000000005,False
I1,2022-01-16,19:45,Atalanta,Inter,0,0,D,12,11,6,3,12,9,6,4,2,2,0,0,I4.csv,2.87,3.75,2.3,3.02,4.0,2.41,2.89,3.75,2.3,,1.61,2.3,1.6,2.36,0.25,1.86,2.04,0.33033953158811924,0.2545816656772439,0.4150788027346368,0.6211180124223602,0.4347826086956522,0.1299999999999999,,1.0474700366079936,0.04747003660799365,0.33187756122900514,0.253996960193932,0.414125478577063,-0.0015380296408858962,0.0005847054833119092,0.0009533241575738205,0.1299999999999999,0.25,0.11000000000000032,False
I1,2022-01-16,11:30,Sassuolo,Verona,2,4,A,13,21,5,6,6,18,9,7,2,4,0,0,I4.csv,2.2,3.5,3.2,2.3,3.75,3.33,2.23,3.59,3.14,,1.57,2.37,1.55,2.44,-0.25,1.94,1.96,0.4289340004946634,0.2664408972432032,0.3046251022621335,0.6369426751592356,0.4219409282700421,0.0699999999999998,,1.0454533628865865,0.045453362886586524,0.4317656129529684,0.27139552814186585,0.2968388589051658,-0.0028316124583049884,-0.00495463089866266,0.007786243356967704,0.06999999999999984,0.16000000000000014,0.18999999999999995,False
I1,2022-01-16,14:00,Venezia,Empoli,1,1,D,14,17,3,6,13,17,6,5,3,5,0,0,I4.csv,2.62,3.5,2.55,2.81,3.8,2.6,2.72,3.58,2.5,,1.72,2.1,1.69,2.17,0.0,2.04,1.86,0.351151148009228,0.2667964029567319,0.3820524490340401,0.5813953488372093,0.4761904761904761,0.0899999999999998,,1.0469766677620769,0.046976667762076874,0.3602276396512754,0.269656118824669,0.3701162415240556,-0.009076491642047435,-0.002859715867937096,0.011936207509984531,0.08999999999999986,0.21999999999999975,0.10000000000000009,False
I1,2022-01-16,17:00,Roma,Cagliari,1,0,H,15,8,7,2,13,17,1,1,3,4,0,0,I4.csv,1.36,5.0,8.5,1.41,5.25,9.5,1.38,4.98,8.32,,1.61,2.3,1.63,2.28,-1.25,1.87,2.03,0.6930132669650564,0.1920398209662204,0.11494691206872328,0.6211180124223602,0.4347826086956522,0.03,,1.0456332017031336,0.045633201703133563,0.6983240223463686,0.18994413407821228,0.11173184357541899,-0.005310755381312204,0.0020956868880081247,0.003215068493304288,0.030000000000000027,0.2699999999999996,1.1799999999999997,False
I1,2022-01-17,17:30,Bologna,Napoli,0,2,A,12,14,5,5,9,10,1,4,3,1,0,0,I4.csv,4.0,3.4,1.95,4.25,3.7,2.05,3.94,3.46,1.98,,2.01,1.89,1.96,1.86,0.5,1.91,1.99,0.2422112542602989,0.2758128155449647,0.4819759301947363,0.4975124378109453,0.5291005291005292,0.31,,1.0478749526899525,0.047874952689952455,0.2365322868355333,0.2782732786300392,0.48519443453442734,0.0056789674247656186,-0.002460463085074527,-0.003218504339691064,0.31000000000000005,0.2400000000000002,0.06999999999999984,False
I1,2022-01-17,17:30,Milan,Spezia,1,2,A,25,10,8,6,11,17,10,1,2,5,0,0,I4.csv,1.33,5.0,9.5,1.35,5.75,11.5,1.32,5.37,9.54,,1.57,2.37,1.58,2.38,-1.5,1.97,1.93,0.7224520878284045,0.17758598806955195,0.09996192410204341,0.6369426751592356,0.4219409282700421,0.03,,1.0486172998031331,0.04861729980313312,0.7112375533428166,0.18918918918918923,0.09957325746799432,0.011214534485587957,-0.01160320111963728,0.00038866663404908686,0.030000000000000027,0.3799999999999999,1.9600000000000009,False
